,ID,Метод сбора данных,Метка_Северен,Метка_Альянс,Телефон,Наименование компании,ИНН,Дата завершения интервью,MRF_МРФ,RF_Филиал РТК,Технология,TYPE_Макросегмент,SEGMENT_Сегмент,iNPS Лояльность провайдеру ШПД iU4,iNPS_OE,iSAT Удовлетворённость провайдером ШПД iU4,iTPSat1 Набор дополнительных услуг и опций   провайдера ШПД iU4,iTPSat2 Процесс подключения новых услуг провайдера ШПД iU5,iTPSat3 Оборудование провайдера ШПД iU6,iTPSat4 Сайт провайдера ШПД iU7,iTPSat5 Личный кабинет провайдера ШПД iU8,iTPSat6 Служба технической поддержки провайдера ШПД iU9,iTPSat7 Система выставления счетов  провайдера ШПД iU10,iTPSat8 Личный менеджер провайдера ШПД iU11,iTPSat9 Справочная служба провайдера ШПД iU12,iTPSat10 Офисы обслуживания  провайдера ШПД iU13,iTPSat11 Работа с претензиями провайдера ШПД iU14,iTPSat12 Тарифы  провайдера ШПД iU15,iTPSat13 Скорость Интернета  провайдера ШПД iU16,iTPSat14 Стабильность Интернета  провайдера ШПД iU17,iTPSat15 Реклама  провайдера ШПД iU18,iA1Sat1 Удовлетворённость Количеством доп. услуг и опций провайдера ШПД iU4,iA1Sat2 Удовлетворённость Понятностью предлагаемых услуг провайдера ШПД iU4,iA1Sat3 Удовлетворённость Стоимостью доп. услуг и опций провайдера ШПД iU4,iA1Sat4 Удовлетворённость Скидками на доп.услуги и опции провайдера ШПД iU4,iA1Sat5 Удовлетворённость Наличием пакетных предложений на доп.услуги и опции провайдера ШПД iU4,iA2Sat1 Удовлетворённость Удобством подключения провайдера ШПД iU4,iA2Sat2 Удовлетворённость Скоростью подключения провайдера ШПД iU4,iA2Sat3 Удовлетворённость Качеством подключения и настройки оборудования провайдера ШПД iU4,iA6Sat1 Удовлетворённость Простотой подачи обращения провайдера ШПД iU4,iA6Sat2 Удовлетворённость Удобством способов связи с техподдержкой провайдера ШПД iU4,iA6Sat3 Удовлетворённость Компетентностью специалистов провайдера ШПД iU4,iA6Sat4 Удовлетворённость Сроками решения вопросов провайдера ШПД iU4,iA6Sat5 Удовлетворённость Результатами работы по устранению неисправностей провайдера ШПД iU4,iA6Sat6 Удовлетворённость Информированием о статусе решения вопроса провайдера ШПД iU4,iA7Sat1 Удовлетворённость Понятностью счетов провайдера ШПД iU4,iA7Sat2 Удовлетворённость Своевременностью получения счетов провайдера ШПД iU4,iA7Sat4 Удовлетворённость Удобством получения счетов провайдера ШПД iU4,iA7Sat5 Удовлетворённость Возможностью получить отсрочку провайдера ШПД iU4,iA7Sat6 Удовлетворённость Корректностью  начислений в счетах провайдера ШПД iU4,iA10Sat1 Удовлетворённость Ррасположенияем и временем работы офиса провайдера ШПД iU4,iA10Sat2 Удовлетворённость Результативностью обращения в офис провайдера ШПД iU4,iA10Sat3 Удовлетворённость Скоростью решения вопроса или проблемы провайдера ШПД iU4,iA10Sat4 Удовлетворённость Компетентностью сотрудников офиса провайдера ШПД iU4,iA11Sat1 Удовлетворённость Простотой подачи претензий провайдера ШПД iU4,iA11Sat2 Удовлетворённость Сроками решения претензий провайдера ШПД iU4,iA11Sat3 Удовлетворённость Результатами работы по претензиям провайдера ШПД iU4,iA11Sat4 Удовлетворённость Удобством обращения к руководству провайдера при нерешённости претензии провайдера ШПД iU4,iA11Sat5 Удовлетворённость Решением вопроса с первого обращения без повторных обращений провайдера ШПД iU4,iA12Sat1 Удовлетворённость Соотношением цены и скорости провайдера ШПД iU4,iA12Sat2 Удовлетворённость Наличием выгодных для Вас тарифов провайдера ШПД iU4,iA12Sat3 Удовлетворённость Прозрачностью тарифов провайдера ШПД iU4,iA12Sat4 Удовлетворённость Наличием нескольких услуг на одном тарифе провайдера ШПД iU4,iA12Sat5 Удовлетворённость Наличием нужных услуг и сервисов в тарифах провайдера ШПД iU4,EQPT_Роутер или другое устройство для подключения к Интернет Вам предоставил провайдер?,CNCT_Установка и настройка роутера производилась специалистами провайдера?,REBT_Как часто в вашей компании приходится перезагружать роутер? ,ILT Срок жизни ШПД,IUsg1 Ваша компания обращалась к личному менеджеру для получения консультаций и справок по поводу тарифов и работы Интернета? ,"IUsg3 А для решения каких-либо проблем в работе Интернета, таких как низкая скорость, отсутствие Интернета? ",IUsg4 А по вопросам подключения дополнительных услуг? ,IUsg5 Ваша компания звонила в колл-центр для получения консультаций и справок по поводу тарифов и работы Интернета?,IUsg7 А по вопросам подключения дополнительных услуг?,IUsg8 Ваша компания звонила в колл-центр для решения технических проблем?,IUsg9 К Вам в офис приходили специалисты для устранения технических неполадок?,iARPU Сумма в месяц на ШПД,CompNum Кол-во сотрудников,CompAreac Сфера деятельности,RespTitle Должность респондента,"DM Лицо, принимавшиее решение о подключении ШПД",Age_Возраст респондента,Age_int Возраст респондента интервал,Gender Пол респондента,Оld_sample_Основная выборка,wt_Веса для расширенной выборки,wt_old_sample_Веса для основной выборки
2873,20200293842,CATI,,,79275011652,ГАРАЖНО СТРОИТЕЛЬНЫЙ КООПЕРАТИВ № 25,3436101475,19.10.2020,Юг,01403 Волгоградский филиал,Медь,B2B,МСП,9,он нам просто нужен для работы и все.,9.0,98.0,98.0,9.0,9.0,9.0,9.0,9.0,98.0,98.0,98.0,98.0,9.0,9.0,9.0,9.0,,,,,,,,,9.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,98.0,9.0,,,,,,,,,,9.0,9.0,9.0,9.0,99.0,1.0,1.0,2.0,4.0,,,,,,,2.0,1.0,1.0,8,98.0,1.0,80.0,7.0,1.0,1.0,"1,6","2,45"
2874,20200294765,CATI,,,78442368256,ПКФ НИЖНЕВОЛЖСКОБОРУДОВАНИЕ,3444176322,27.11.2020,Юг,01403 Волгоградский филиал,Оптика,B2B,МСП,9,за скорость оказываемых услуг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"1,29","1,65"
2875,20200296438,CATI,,,78616034318,Финансовое управление администрации муниципального образования Гулькевичский район,2329023510,26.11.2020,Юг,01407 Краснодарский филиал,Оптика,B2G,МСП,9,"за качество предоставляемых услуг,надежный интернет",9.0,98.0,7.0,98.0,98.0,9.0,9.0,98.0,98.0,98.0,98.0,0.0,9.0,10.0,10.0,9.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,3.0,1.0,3.0,3.0,1.0,9.0,7.0,98.0,98.0,98.0,,2.0,1.0,6.0,,,,,,,2.0,4.0,2.0,98,7.0,1.0,40.0,4.0,1.0,1.0,"3,01","1,75"
2876,20200296579,CATI,,,78615132933,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ КУЛЬТУРЫ  ""НИКОЛАЕВСКАЯ СЕЛЬСКАЯ БИБЛИОТЕКА"" НИКОЛАЕВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ ЩЕРБИНОВСКОГО РАЙОНА",2361001623,11.11.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,9,"она у нас единственная связь , Ростелеком ,больше никого нет.",7.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,9.0,10.0,8.0,9.0,10.0,9.0,10.0,98.0,10.0,98.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,99.0,1.0,1.0,2.0,1.0,98,98.0,1.0,54.0,5.0,2.0,1.0,"1,86","1,15"
2877,20200296823,CATI,,,78612551055,"ООО ""СТАР АЛЬЯНС-КРАСНОДАР""",2310171835,19.10.2020,Юг,01407 Краснодарский филиал,Оптика,B2B,МСП,9,"мне нравится качество интернета ,быстрота реагирования, работа в личном кабинете, все быстро ,удобно и без задержек",10.0,98.0,98.0,10.0,98.0,10.0,98.0,10.0,98.0,98.0,9.0,9.0,8.0,10.0,10.0,8.0,,,,,,,,,,,,,,,10.0,10.0,10.0,98.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,4.0,,,,,,,2.0,2.0,1.0,3,2.0,1.0,51.0,5.0,2.0,1.0,"3,01","1,75"
2878,20200297493,CATI,,,79281073386,Ким Марина Эдуардовна (ИП),610207443040,23.10.2020,Юг,01408 Ростовский филиал,Оптика,B2B,МСП,9,Все устраивает - Ит быстрый,10.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0,10.0,10.0,10.0,99.0,99.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,12.0,2.0,29.0,3.0,2.0,1.0,"1,61","1,13"
2879,20200297690,CATI,,,78612263411,"НЕКОММЕРЧЕСКОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""СЕВЕРО-КАВКАЗСКИЙ РЕГИОНАЛЬНЫЙ УЧЕБНЫЙ ЦЕНТР""",2311010421,11.11.2020,Юг,01407 Краснодарский филиал,Оптика,B2B,МСП,9,"дело в том что нормально интернет функционирует если что  то не так проблемы по их лини  звонок делаем и они сразу устраняют реагируют, нет к ним вопрросв нормально рабоют",9.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,98.0,98.0,8.0,10.0,98.0,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,,,,99.0,4.0,6.0,,,,1.0,99.0,99.0,2.0,2.0,2.0,12,98.0,3.0,43.0,4.0,2.0,1.0,"3,01","1,75"
2880,20200298329,CATI,,,79183747411,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НОВОКУБАНСКИЙ РАЙОН,2343009034,11.11.2020,Юг,01407 Краснодарский филиал,Mix,B2G,3К,9,за стабильную работу и хорошую поддержку.,9.0,9.0,98.0,10.0,99.0,9.0,9.0,9.0,9.0,9.0,98.0,7.0,6.0,9.0,9.0,7.0,7.0,99.0,7.0,7.0,7.0,,,,10.0,6.0,10.0,8.0,9.0,7.0,98.0,10.0,10.0,10.0,10.0,,,,,8.0,8.0,9.0,8.0,8.0,6.0,6.0,7.0,99.0,8.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,98,98.0,1.0,48.0,5.0,1.0,1.0,3,"2,06"
2881,20200298843,CATI,,,78654454234,"МУСК ""ГОРЬКОВСКИЙ""",2615015679,13.11.2020,Юг,01410 Ставропольский филиал,Оптика,B2G,МСП,9,"за то, что редко бывают перебои связи,интернет бывает глючит у других и не глючит ,у нас он работает в одной  паре, не совсем быстро работает,проблем  не возникает.",10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,98,98.0,1.0,35.0,3.0,1.0,1.0,"1,09","0,69"
2882,20200299055,CATI,,,78655224891,"МДОУ № 34  Д\С "" ЯГОДКА""",2619008908,26.11.2020,Юг,01410 Ставропольский филиал,Медь,B2G,МСП,9,зо,9.0,98.0,10.0,10.0,98.0,10.0,5.0,10.0,98.0,98.0,10.0,98.0,9.0,9.0,6.0,98.0,,,,,,10.0,9.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,98.0,10.0,9.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,6.0,,,,,,,2.0,2.0,2.0,12,98.0,1.0,40.0,4.0,2.0,,"0,98","0,71"
2883,20200299353,CATI,,,78447842073,ФО АДМИНИСТРАЦИИ ЛЕНИНСКОГО МУНИЦЫПАЛЬНОГО РАЙОНА,3415069460,16.10.2020,Юг,01403 Волгоградский филиал,Оптика,B2G,МСП,9,"нареканий нет, скорость интернета устраивает,нам для работы этого достаточно.",10.0,98.0,98.0,10.0,10.0,10.0,98.0,10.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,10.0,10.0,10.0,99.0,10.0,99.0,99.0,1.0,6.0,,,,,,,1.0,2.0,1.0,6,6.0,3.0,44.0,4.0,2.0,1.0,"1,29","1,65"
2884,20200299670,CATI,,,78447461373,ПОУ ЧЕРНЫШКОВСКИЙ УСТК РОСТО (ДОСААФ),3433006696,27.11.2020,Юг,01403 Волгоградский филиал,Медь,B2B,МСП,9,нас устраивает,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,6","2,45"
2885,20200300263,CATI,,,78614624476,СЛАВЯНСКОЕ  РАЙОННОЕ  КАЗАЧЬЕ ОБЩЕСТВО,2349005413,10.11.2020,Юг,01407 Краснодарский филиал,Оптика,B2B,МСП,9,"Надёжный и быстрый, нас устраивает.",9.0,98.0,98.0,99.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,99.0,9.0,9.0,98.0,,,,,,,,,10.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,8.0,99.0,98.0,3.0,10.0,10.0,10.0,98.0,10.0,7.0,5.0,99.0,98.0,98.0,2.0,1.0,2.0,6.0,,,,1.0,2.0,1.0,2.0,2.0,2.0,14,6.0,3.0,51.0,5.0,2.0,1.0,"3,01","1,75"
2886,20200302615,CATI,,,78619152045,МКУО ХЭК управления образования администрации МО Павловский район,2346017072,06.11.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,9,"пока у нас связь постоянная  есть интернет круглосуточно, проблем нет,поэтому скорость нормальная  соответствует договорным обязательствам заключенным между нами и ростелеком",10.0,98.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,98.0,99.0,1.0,1.0,6.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,12,3.0,1.0,35.0,3.0,2.0,1.0,"1,86","1,15"
2887,20200302931,CATI,,,78619356303,МБДОУ Д/САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА №31 П. МИРСКОЙ МО КАВКАЗСКИЙ РАЙОН,2332014515,11.11.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,9,"Во-первых, когда вопросы возникают, быстро решаемы. Проблем со связью нет.",10.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,98.0,10.0,8.0,9.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,7.0,6.0,10.0,6.0,10.0,,1.0,2.0,6.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,12,98.0,2.0,49.0,5.0,2.0,1.0,"1,86","1,15"
2888,20200305324,CATI,,,78616463414,МБУК Челбасская ЦБ,2334020793,19.10.2020,Юг,01407 Краснодарский филиал,Медь,B2G,МСП,9,проще всего проводить,9.0,98.0,98.0,10.0,98.0,98.0,9.0,10.0,98.0,98.0,98.0,98.0,10.0,10.0,9.0,98.0,,,,,,,,,10.0,6.0,8.0,10.0,10.0,98.0,10.0,10.0,10.0,98.0,98.0,,,,,,,,,,10.0,99.0,99.0,98.0,8.0,2.0,2.0,2.0,6.0,,,,,,,1.0,3.0,2.0,98,6.0,3.0,48.0,5.0,2.0,1.0,"1,86","1,15"
2889,20200306065,CATI,,,78617716948,"МБДОУ ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА №55 ""ЗВОНКИЕ ГОЛОСА""",2315077956,11.11.2020,Юг,01407 Краснодарский филиал,Оптика,B2G,МСП,9,"Устойчивая быстрая, хорошая связь.",9.0,98.0,98.0,10.0,98.0,98.0,10.0,98.0,98.0,9.0,98.0,10.0,9.0,10.0,9.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,98.0,,,,,,,,,,10.0,10.0,10.0,98.0,10.0,9.0,98.0,10.0,10.0,99.0,1.0,1.0,2.0,6.0,,,,99.0,2.0,1.0,1.0,999.0,2.0,12,98.0,3.0,45.0,4.0,2.0,1.0,"3,01","1,75"
2890,20200119148,CATI,,,73513394102,"Муниципальное учреждение социального обслуживания ""Центр помощи детям, оставшимся без попечения родителей"" Карталинского муниципального района Челябинской области",7407006016,24.11.2020,Урал,01505 Челябинский филиал,Оптика,B2G,МСП,9,"Да просто у них связь нормальная, связь, интернет работает в полном объёме.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"1,11","1,09"
2891,20200001776,CATI,,,74955981356,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ЛИНГВИСТИЧЕСКАЯ ГИМНАЗИЯ ""ВИКТОРИЯ""",5032231994,04.12.2020,Москва,01109 Московский филиал,Медь,B2B,МСП,8,"Улучшить стабильность связи, тогда и скорость улучшится и всё остальное.",8.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,98.0,,,,,,,,,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,8.0,8.0,10.0,10.0,8.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,12,98.0,1.0,44.0,4.0,2.0,1.0,"0,57","0,31"
2892,20200002109,CATI,,,79166219278,"ООО ""ШКОЛА ИНЕССЫ БАШКИРОВОЙ"" ""ТАЛАНТ""",5038064806,02.12.2020,Москва,01109 Московский филиал,Медь,B2B,МСП,8,иногда в определенных местах помещения снижается скорость,8.0,98.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,10.0,8.0,8.0,98.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,8.0,8.0,10.0,98.0,98.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3,2.0,1.0,50.0,5.0,2.0,1.0,"0,57","0,31"
2893,20200002675,CATI,,,74965770538,ИП ЕГОРШИН В.Ю.,505300350577,03.12.2020,Москва,01109 Московский филиал,Медь,B2B,МСП,8,нормально все,10.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3,6.0,3.0,50.0,5.0,2.0,1.0,"0,57","0,31"
2894,20200003159,CATI,,,79265633330,АО «ВЕРХНЕВОЛЖСКИЙ КОЖЕВЕННЫЙ ЗАВОД»,6913015706,03.12.2020,Москва,01109 Московский филиал,Оптика,B2B,МСП,8,"тарифы-сделать их более гибкими ,адекватными к конкурентам ,понизить цены ,потому что цена из всех провайдеров,которыми мы пользуемся самая высокая у ростелекома, не в московском регионе, в московском  регионе  -вполне нормальные гибкие тарифы.",9.0,10.0,10.0,10.0,8.0,7.0,98.0,10.0,10.0,10.0,98.0,10.0,6.0,10.0,9.0,8.0,10.0,10.0,9.0,8.0,8.0,10.0,10.0,10.0,,,,,,,10.0,10.0,10.0,8.0,10.0,,,,,8.0,9.0,9.0,98.0,9.0,6.0,6.0,9.0,10.0,10.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,4,7.0,1.0,39.0,4.0,1.0,1.0,"1,22","0,67"
2895,20200006734,CATI,,,79250331096,ООО «ИВИС»,7706605522,03.12.2020,Москва,01901 Столичный филиал,Оптика,B2B,МСП,8,"да ничего там улучшить не получится ,сама система не даст",8.0,98.0,98.0,98.0,98.0,8.0,8.0,9.0,99.0,98.0,98.0,8.0,99.0,99.0,8.0,98.0,,,,,,,,,8.0,8.0,99.0,8.0,8.0,99.0,99.0,10.0,9.0,98.0,98.0,,,,,8.0,8.0,8.0,5.0,99.0,98.0,98.0,98.0,98.0,98.0,,2.0,2.0,5.0,2.0,2.0,2.0,,,,2.0,4.0,99.0,5,7.0,2.0,49.0,5.0,1.0,1.0,"1,44","0,79"
2896,20200008732,CATI,,,74953316611,"OOO ""ВЕГАСТОМ""",7727212547,02.12.2020,Москва,01901 Столичный филиал,Оптика,B2B,МСП,8,"по меньше обновлений ,когда обновляется все останавливается или в ночное время пусть обновляется ,в не рабочие дни",10.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,8.0,6.0,10.0,8.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,10.0,10.0,10.0,98.0,10.0,8.0,8.0,8.0,98.0,10.0,,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7,8.0,2.0,39.0,4.0,2.0,1.0,"1,44","0,79"
2897,20200012069,CATI,,,74963733278,"ФГБУ ""РОССЕЛЬХОЗЦЕНТР""",7708652888,03.12.2020,Москва,01901 Столичный филиал,Медь,B2G,МСП,8,"гибкие цены ,скорость интернета.",8.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,7.0,8.0,98.0,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,9.0,10.0,10.0,10.0,10.0,98.0,10.0,7.0,6.0,9.0,9.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,13,98.0,3.0,57.0,6.0,2.0,1.0,"1,15","0,63"
2898,20200012255,CATI,,,74723474117,"СПК ""КАЛИТВА""",3101000813,02.12.2020,Центр,01101 Белгородский филиал,Оптика,B2B,МСП,8,"дело в том что не всегда одинаковый- к концу месяца всегда слабее интернет где то после 22 числа , по нашим что платим за услугу вроде как то ни чего , но мы же не полный пакет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,"0,6","1,32"
2899,20200012318,CATI,,,74722358676,ИП МУХИНА Л.Н.,310204028094,02.12.2020,Центр,01101 Белгородский филиал,Оптика,B2B,МСП,8,"хватает всего. скорость устраивает. тарифы пока не поднимают, устраивают.  проблем не было, с тех поддержкой не связывались. счета регулярно выставляют и все понятно",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,6","1,32"
2900,20200013241,CATI,,,74722339790,"ООО ""БЕЗОПАСНОСТЬ""",3123036027,01.12.2020,Центр,01101 Белгородский филиал,Оптика,B2B,МСП,8,"чтобы они были везде,есть районы, в которые они не заходят.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,6","1,32"
2901,20200013914,CATI,,,74722777897,"ООО ""ДИЗАЙН МАРКЕТИНГ ИНТЕРНЕТ""",3123409279,02.12.2020,Центр,01101 Белгородский филиал,Оптика,B2B,МСП,8,стоимость у зеленой точке меньше чем у Ростелекома,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"0,6","1,32"
2902,20200014325,CATI,,,74725227303,ИП ФЕДУЛОВ С.С.,312800910230,01.12.2020,Центр,01101 Белгородский филиал,Медь,B2B,МСП,8,"Цена на обслуживание, абонентская плата",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,43","0,6"
2903,20200015086,CATI,,,74723156156,"МКУК ""КОРОЧАНСКИЙ РАЙОННЫЙ ИСТОРИКО-КРАЕВЕДЧЕСКИЙ МУЗЕЙ""",3110008801,02.12.2020,Центр,01101 Белгородский филиал,Оптика,B2G,МСП,8,"у нас есть структурное подразделение и мы там поставили телефон и он не всегда работает, после звонка в ростелеком я не знаю что они делают он некоторое время работает но потом снова не могу дозвонится! а в остальном всё устраивает.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,6","1,32"
2904,20200015372,CATI,,,74723255703,"ОГБУЗ ""ЧЕРНЯНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМ. П.В. ГАПОТЧЕНКО""",3119001504,02.12.2020,Центр,01101 Белгородский филиал,Mix,B2G,3К,8,Скорость.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,"0,47","0,94"
2905,20200034293,CATI,,,74845721339,МКОУ ЦЕНТР РАЗВИТИЯ ОБРАЗОВАНИЯ,4010002011,26.11.2020,Центр,01106 Калужский филиал,Медь,B2G,МСП,8,скорость для нас,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,64","0,84"
2906,20200051065,CATI,,,79101174481,ИВАШНЕВА ОКСАНА ВЯЧЕСЛАВОВНА,672504052193,21.09.2020,Центр,01112 Смоленский филиал,Оптика,B2B,SoHo,8,цена  понизить а не повышать ее постоянно стоимость услуг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,22","1,61"
